runNumber,eventNumber,mcChannelNumber,eventWeight,MSTracklet_barrel_avg_dR_raw,MSTracklet_barrel_rms_dR_raw,MSeg_barrel_avg_dR_raw,MSeg_barrel_rms_dR_raw,MS1Vtx_barrel_hits_ntot_raw,MSVtx_MET_dphi_raw,MS1Vtx_avg_clustime_raw,MS1Vtx_rms_clustime_raw,MS1Vtx_maxclustime_raw,MS1Vtx_nTracklet_raw,htmiss_NOSYS,met_met_NOSYS,msegUnAssoc_nBIL,msegUnAssoc_nBML,msegUnAssoc_nBOL,msegUnAssoc_nEIL,msegUnAssoc_nEML,msegUnAssoc_nEOL,muSeg_nBIL,muSeg_nBML,muSeg_nBOL,muSeg_nEIL,muSeg_nEML,muSeg_nEOL,msvtx_nRPC_s
410000,71542,537838,0.0,0.0,0.0,0.2878046929836273,0.3513607382774353,5135.0,0.13568121194839478,2.3757810592651367,4.079025745391846,9.87096881866455,6.0,222387.1875,221877.734375,10,20,21,6,1,1,12,23,23,7,1,1,3712
410000,71612,537838,0.0,0.0,0.0,0.18659384548664093,0.20985695719718933,2666.0,0.3875924348831177,0.0,0.0,-1.0,4.0,55801.5625,33409.12890625,4,26,20,5,1,5,4,26,20,5,2,5,1770
410000,938,537838,1.507811514533941e-10,0.0,0.0,0.21529528498649597,0.2672750949859619,4556.0,0.10680174827575684,5.560274124145508,7.489138603210449,11.836000442504883,5.0,203489.875,207575.8125,12,19,27,3,3,1,13,22,29,3,3,1,3050
410000,1024,537838,1.3524098507744498e-10,0.0,0.0,0.17921948432922363,0.2610032260417938,2662.0,0.13812804222106934,0.0,0.0,-1.0,7.0,163760.46875,162304.5,2,22,26,4,4,3,2,22,26,5,4,3,1915
410000,110477,537838,2.314586994289769e-10,0.0,0.0,0.28440165519714355,0.32636481523513794,1394.0,0.40772199630737305,0.0,0.0,-1.0,4.0,160532.109375,187126.78125,7,12,16,9,3,1,8,14,17,9,3,1,1000
410000,110512,537838,2.4903251683028316e-10,0.0,0.0,0.27735084295272827,0.3078768849372864,3699.0,0.4553089439868927,0.0,0.0,-1.0,7.0,91044.3515625,120154.2578125,8,32,21,6,1,2,8,34,23,6,2,3,2477
410000,110511,537838,2.656565245562348e-10,0.0,0.0,0.18227128684520721,0.21874670684337616,1979.0,0.854206919670105,0.0,0.0,-1.0,5.0,204454.734375,140764.546875,6,19,19,9,2,1,6,24,24,15,3,1,1502
410000,52986,537838,1.3272220822369007e-10,0.0,0.0,0.20842166244983673,0.2645144462585449,2459.0,0.685074508190155,0.0,0.0,-1.0,7.0,0.0,30280.763671875,2,22,19,11,1,2,2,23,20,11,1,2,1850
410000,55517,537838,2.413040045556869e-10,0.0,0.0,0.35803595185279846,0.4193175435066223,3886.0,2.524270534515381,0.0,0.0,-1.0,4.0,56037.1328125,61237.73046875,19,20,27,8,2,2,23,25,31,8,4,4,2977
410000,147492,537838,0.0,0.0,0.0,0.29238441586494446,0.37887731194496155,2324.0,0.11069083213806152,0.0,0.0,-1.0,4.0,58259.0390625,34372.359375,1,10,20,16,3,3,1,11,21,16,3,3,1807
410000,124667,537838,4.654296392736512e-11,0.0,0.0,0.1951046586036682,0.2298223376274109,3104.0,0.03095698356628418,3.8986430168151855,3.9017486572265625,4.054286003112793,6.0,71775.8359375,46899.46484375,4,7,25,8,1,1,5,7,26,8,1,1,2334
410000,82703,537838,7.104679067282405e-10,0.7408748269081116,0.7408748269081116,0.2970111668109894,0.33064112067222595,2727.0,0.4067106246948242,2.2014591693878174,3.0018632411956787,6.250999927520752,5.0,167723.171875,195337.546875,20,17,16,5,2,1,23,21,21,6,3,1,1820
410000,53694,537838,1.6132556401871057e-10,0.0,0.0,0.2585631310939789,0.28084734082221985,2276.0,0.9414963722229004,0.0,0.0,-1.0,3.0,19740.1171875,25281.263671875,0,9,17,8,1,0,1,10,17,8,1,0,1680
410000,87193,537838,6.732135248571636e-12,0.0,0.0,0.2408623993396759,0.28073540329933167,3689.0,0.41023921966552734,0.0,0.0,-1.0,7.0,71012.9296875,100848.859375,1,23,39,12,1,2,1,24,40,16,3,4,2672
410000,81012,537838,1.8664733647533183e-10,0.0,0.0,0.31097155809402466,0.37211504578590393,3148.0,0.02534174919128418,0.0,0.0,-1.0,3.0,85910.4921875,73707.5390625,9,26,24,3,0,0,9,26,24,3,0,0,2233
410000,26572,537838,2.0010224033306656e-10,0.0,0.0,0.24524478614330292,0.29441946744918823,4033.0,2.6705098152160645,0.0,0.0,-1.0,4.0,55366.03515625,20092.5546875,2,25,28,4,0,2,2,25,28,4,0,2,3151
410000,128437,537838,1.9669159356805466e-10,0.0,0.0,0.27618318796157837,0.3657967150211334,1722.0,0.34456443786621094,0.0,0.0,-1.0,3.0,66894.890625,60223.63671875,0,23,18,10,4,1,0,23,18,10,4,1,1246
410000,85105,537838,1.8190068895584943e-10,0.0,0.0,0.20551946759223938,0.2758580446243286,4599.0,0.14429843425750732,0.0,0.0,-1.0,4.0,189774.03125,178929.96875,7,21,23,8,3,3,9,23,24,8,4,3,3488
410000,85205,537838,1.9996845845859923e-10,0.0,0.0,0.252823144197464,0.33393916487693787,2736.0,0.1838589310646057,-0.4529433250427246,5.380927085876465,11.07699966430664,5.0,77159.15625,75483.7890625,5,21,18,7,0,1,5,21,19,7,0,1,1921
410000,75221,537838,1.838157820399644e-10,0.0,0.0,0.2485588937997818,0.27923381328582764,3459.0,0.11762785911560059,0.0,0.0,-1.0,5.0,100859.6796875,97311.609375,2,19,17,2,0,2,2,22,20,2,0,2,2582
410000,121748,537838,1.651139919234268e-10,0.0,0.0,0.23222044110298157,0.31372910737991333,2426.0,0.2755972146987915,0.0,0.0,-1.0,4.0,74770.140625,83039.9765625,8,25,20,6,1,1,8,25,20,7,2,2,1838
410000,97012,537838,4.0061479134045896e-10,0.0,0.0,0.25774627923965454,0.34787946939468384,3374.0,0.593032717704773,0.0,0.0,-1.0,5.0,45839.90234375,38634.92578125,22,38,21,12,5,9,23,40,22,12,5,11,2393
410000,97111,537838,4.839239425846742e-11,0.0,0.0,0.3091285228729248,0.35605981945991516,3167.0,0.5793112516403198,0.0,0.0,-1.0,3.0,55127.98046875,35074.94921875,13,20,27,7,4,6,15,21,32,8,5,7,1995
410000,96228,537838,0.0,0.0,0.0,0.47447866201400757,0.5632277131080627,5393.0,0.13850295543670654,0.0,0.0,-1.0,4.0,304422.90625,311899.0625,7,26,25,11,1,3,13,30,29,11,2,4,3810
410000,96264,537838,0.0,0.9368926882743835,0.9368926882743835,0.3409576714038849,0.3812576234340668,3492.0,1.1682608127593994,0.0,0.0,-1.0,9.0,83544.671875,74756.9453125,3,25,17,9,2,2,4,26,18,10,4,5,2488
410000,75315,537838,1.988348513615179e-10,0.0,0.0,0.26395341753959656,0.3092420995235443,4069.0,0.5025367736816406,0.0,0.0,-1.0,4.0,123040.7265625,118058.2109375,8,29,17,5,1,0,9,31,20,5,1,0,2894
410000,91188,537838,2.0582674453706318e-10,0.0,0.0,0.25920605659484863,0.3009658455848694,2619.0,1.1992141008377075,0.0,0.0,-1.0,3.0,68080.5859375,66017.609375,11,22,17,6,2,2,12,22,18,6,3,3,1829
410000,45851,537838,3.9002395757492536e-10,0.0,0.0,0.24104078114032745,0.31671422719955444,2785.0,1.3196744918823242,0.3268085718154907,4.276314735412598,4.5906171798706055,5.0,130927.328125,58020.8671875,6,9,26,14,4,2,7,9,26,18,4,2,1936
410000,45873,537838,2.3815380223446425e-10,0.0,0.0,0.1904980093240738,0.2431207001209259,2415.0,0.5857172012329102,0.0,0.0,-1.0,6.0,158091.09375,131855.421875,3,9,23,5,5,7,5,11,24,6,6,7,1674
