runNumber,eventNumber,mcChannelNumber,eventWeight,nMSeg_ratio_EIEM_raw,track_scalar_sum_pt_endcap_raw,MS1Vtx_clusE_raw,MS1Vtx_avg_clusE_raw,MS1Vtx_rms_clusE_raw,MS1Vtx_maxclusE_raw,MS1Vtx_l1ecal_raw,MS1Vtx_l1hcal_raw,MS1Vtx_l2ecal_raw,MS1Vtx_l2hcal_raw,MS1Vtx_l3ecal_raw,MS1Vtx_l3hcal_raw,MS1Vtx_l4ecal_raw,MS1Vtx_l4hcal_raw,MS1Vtx_mindR_jetcut_raw,MS1Vtx_sumTrackPt0p2Cone_raw,htmiss_NOSYS,met_met_NOSYS,msegUnAssoc_nBIL,msegUnAssoc_nBML,msegUnAssoc_nBOL,msegUnAssoc_nEIL,msegUnAssoc_nEML,msegUnAssoc_nEOL,muSeg_nBIL,muSeg_nBML,muSeg_nBOL,muSeg_nEIL,muSeg_nEML,muSeg_nEOL,msvtx_nTGC_s
410000,71077,537838,4.0573133741617085e-10,0.37142857909202576,71.82880401611328,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2292293310165405,0.0,133501.65625,139500.09375,4,4,1,13,35,31,4,4,1,21,37,37,1251
410000,71113,537838,4.483055593418328e-10,0.29411765933036804,21.89482307434082,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1108429431915283,0.0,63921.64453125,52524.8515625,1,1,0,5,17,33,1,1,0,7,18,37,1087
410000,71137,537838,4.878302622968178e-11,0.3571428656578064,0.0,74.15788269042969,6.179823398590088,6.6907196044921875,10.06859302520752,2.6810152530670166,4.265345573425293,9.448028564453125,-0.4590063989162445,9.996074676513672,0.0,2.966010093688965,0.0,2.9051144123077393,0.0,32561.830078125,28493.681640625,2,2,0,10,28,34,2,2,0,10,29,35,1971
410000,71194,537838,4.564163630371709e-11,0.22727273404598236,0.0,21.9718074798584,3.6619679927825928,3.9799466133117676,6.513262748718262,1.309743881225586,0.0,3.1517698764801025,0.0,3.923888921737671,0.0,0.09605579078197479,0.0,3.757131338119507,0.0,59580.93359375,82199.7421875,8,10,2,5,22,37,8,11,3,5,24,38,1669
410000,123930,537838,1.321311289548266e-11,0.2800000011920929,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6051042079925537,0.0,701678.1875,691546.125,1,1,0,7,25,32,1,1,0,9,25,35,1773
410000,125000,537838,1.833112273086357e-10,0.05000000074505806,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0712647438049316,0.0,51103.3046875,57345.98828125,0,2,0,1,20,50,0,2,0,2,20,51,1975
410000,51686,537838,1.6758330834143464e-10,0.4000000059604645,17.559534072875977,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.113001823425293,0.0,26634.3515625,39001.3515625,0,1,1,8,20,32,0,1,1,8,23,34,1132
410000,25501,537838,2.618495142936439e-10,0.3103448152542114,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6943414211273193,0.0,26145.5390625,39933.34375,0,1,1,9,29,43,0,1,1,10,29,45,978
410000,25477,537838,2.469597581988836e-10,0.1803278625011444,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.319830894470215,0.0,98540.375,96371.21875,2,1,0,11,61,34,2,1,0,13,62,36,1945
410000,89264,537838,1.430772306187933e-10,0.31578946113586426,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9169464111328125,0.0,159551.75,163677.03125,0,0,0,6,19,34,0,0,0,6,20,36,2487
