runNumber,eventNumber,mcChannelNumber,eventWeight,nMSeg_ratio_EIEM_raw,track_scalar_sum_pt_endcap_raw,MS1Vtx_clusE_raw,MS1Vtx_avg_clusE_raw,MS1Vtx_rms_clusE_raw,MS1Vtx_maxclusE_raw,MS1Vtx_l1ecal_raw,MS1Vtx_l1hcal_raw,MS1Vtx_l2ecal_raw,MS1Vtx_l2hcal_raw,MS1Vtx_l3ecal_raw,MS1Vtx_l3hcal_raw,MS1Vtx_l4ecal_raw,MS1Vtx_l4hcal_raw,MS1Vtx_mindR_jetcut_raw,MS1Vtx_sumTrackPt0p2Cone_raw,htmiss_NOSYS,met_met_NOSYS,msegUnAssoc_nBIL,msegUnAssoc_nBML,msegUnAssoc_nBOL,msegUnAssoc_nEIL,msegUnAssoc_nEML,msegUnAssoc_nEOL,muSeg_nBIL,muSeg_nBML,muSeg_nBOL,muSeg_nEIL,muSeg_nEML,muSeg_nEOL,msvtx_nTGC_s,scoreNN1e,scoreNN2e
410000,91772,537837,1.14016706e-10,0.10526316,21.401949,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9463791,0.0,64779.418,78505.24,0,0,2,2,19,42,0,0,2,3,19,44,2075,0.9606403336003851,0.874659452173548
410000,91775,537837,1.119934e-10,0.11764706,17.856533,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8654866,0.0,85299.97,84337.1,3,5,3,4,34,54,3,5,3,4,40,56,1530,0.9425223751277441,0.9327426399988522
410000,35158,537837,1.4008429e-10,0.42105263,30.864605,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.876684,0.0,106587.414,88940.47,0,1,0,8,19,38,0,1,0,8,19,38,1482,0.8355756950056503,0.9766343902620266
410000,41109,537837,8.165462e-11,1.8,121.21819,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1541682,0.0,306966.22,310485.2,1,1,1,9,5,52,1,1,1,9,6,53,2291,0.4520448558529633,0.9708889852107232
410000,41148,537837,1.7490132e-10,0.5217391,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1967628,0.0,47393.008,45476.668,2,0,0,12,23,44,2,0,0,13,23,45,1575,0.7357128466839727,0.5233003687850123
410000,30061,537837,3.0002006e-10,0.4117647,23.761261,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6969488,0.0,76782.84,78443.14,0,0,2,7,17,42,0,0,2,8,19,43,2104,0.8205618598367214,0.921426886178011
410000,113310,537837,6.624188e-11,0.22222222,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7874418,0.0,296139.5,300481.78,2,4,4,8,36,31,2,4,4,9,36,31,1430,0.9158203858599562,0.9053282223227164
410000,86331,537837,2.843719e-10,0.38709676,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8630099,0.0,64717.668,36732.043,3,1,1,12,31,40,3,1,1,12,33,41,1297,0.8218381152377316,0.4370033229010013
410000,88392,537837,0.0,0.88235295,0.0,88.67974,8.061794,10.968709,22.547863,1.2142265,9.081154,21.131662,2.8235173,20.80773,-0.5040381,1.8097823,0.0,2.9290087,0.0,88157.69,96298.1,0,1,0,15,17,37,0,1,0,18,20,40,1281,0.9997009657422694,0.48277475482478327
410000,39472,537837,4.5441578e-10,0.2631579,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4593945,0.0,48424.45,31822.865,0,0,0,5,19,37,0,0,0,7,21,41,1297,0.24572358182403875,0.10289492767593589
410000,39500,537837,4.691037e-10,0.4,36.498825,33.30273,8.325682,8.894017,11.254974,0.0,0.7418052,7.8030066,0.0,6.4037704,0.0,1.3847203,0.0,2.6094065,0.0,74090.914,75882.67,0,1,0,8,20,38,0,1,0,9,21,38,1080,0.916980678468109,0.14031039450018812
